Dagsetning;Evra EUR miðgengi;Evra EUR kaupgengi;Evra EUR sölugengi;Bandaríkjadalur USD miðgengi;Bandaríkjadalur USD kaupgengi;Bandaríkjadalur USD sölugengi;Sterlingspund GBP miðgengi;Sterlingspund GBP kaupgengi;Sterlingspund GBP sölugengi;
08.09.2022;140,30;-;-;140,17;-;-;161,90;-;-;
07.09.2022;141,30;-;-;142,94;-;-;163,33;-;-;
06.09.2022;141,90;-;-;142,93;-;-;165,49;-;-;
05.09.2022;142,70;-;-;143,85;-;-;165,24;-;-;
02.09.2022;141,50;-;-;141,60;-;-;163,63;-;-;
01.09.2022;141,70;-;-;141,64;-;-;163,87;-;-;
31.08.2022;141,70;-;-;141,70;-;-;164,70;-;-;
30.08.2022;142,10;-;-;141,62;-;-;165,92;-;-;
29.08.2022;141,10;-;-;141,30;-;-;165,18;-;-;
26.08.2022;140,30;-;-;140,20;-;-;165,86;-;-;
25.08.2022;140,30;-;-;140,72;-;-;166,44;-;-;
24.08.2022;139,50;-;-;140,43;-;-;165,51;-;-;
23.08.2022;140,10;-;-;141,13;-;-;166,11;-;-;
22.08.2022;140,90;-;-;140,89;-;-;166,43;-;-;
19.08.2022;140,50;-;-;139,75;-;-;165,41;-;-;
18.08.2022;140,50;-;-;138,04;-;-;166,49;-;-;
17.08.2022;140,30;-;-;138,04;-;-;166,61;-;-;
16.08.2022;140,30;-;-;138,49;-;-;166,59;-;-;
15.08.2022;140,30;-;-;137,62;-;-;166,28;-;-;
12.08.2022;140,30;-;-;136,41;-;-;165,61;-;-;
11.08.2022;139,70;-;-;135,13;-;-;165,18;-;-;
10.08.2022;139,70;-;-;136,27;-;-;165,11;-;-;
09.08.2022;140,10;-;-;136,90;-;-;165,76;-;-;
08.08.2022;140,10;-;-;137,37;-;-;166,46;-;-;
05.08.2022;138,83;-;-;135,67;-;-;164,75;-;-;
04.08.2022;138,70;-;-;136,23;-;-;164,67;-;-;
03.08.2022;139,30;-;-;136,65;-;-;166,57;-;-;
02.08.2022;139,30;-;-;136,25;-;-;166,50;-;-;
29.07.2022;138,30;-;-;135,61;-;-;164,66;-;-;
28.07.2022;138,70;-;-;137,03;-;-;165,94;-;-;
27.07.2022;139,10;-;-;137,02;-;-;165,32;-;-;
26.07.2022;139,10;-;-;137,40;-;-;164,50;-;-;
25.07.2022;139,50;-;-;136,28;-;-;164,48;-;-;
22.07.2022;139,50;-;-;136,90;-;-;163,85;-;-;
21.07.2022;139,70;-;-;136,97;-;-;163,31;-;-;
20.07.2022;139,50;-;-;136,78;-;-;163,77;-;-;
19.07.2022;138,90;-;-;135,58;-;-;162,83;-;-;
18.07.2022;138,90;-;-;137,10;-;-;163,98;-;-;
15.07.2022;138,90;-;-;138,09;-;-;163,43;-;-;
14.07.2022;138,90;-;-;138,83;-;-;164,26;-;-;
13.07.2022;138,30;-;-;137,38;-;-;163,92;-;-;
12.07.2022;139,10;-;-;138,52;-;-;163,99;-;-;
11.07.2022;139,30;-;-;137,95;-;-;164,77;-;-;
08.07.2022;139,50;-;-;137,26;-;-;164,92;-;-;
07.07.2022;139,30;-;-;136,84;-;-;163,68;-;-;
06.07.2022;138,50;-;-;136,09;-;-;161,66;-;-;
05.07.2022;139,10;-;-;135,18;-;-;162,04;-;-;
04.07.2022;139,30;-;-;133,24;-;-;162,05;-;-;
01.07.2022;138,70;-;-;133,05;-;-;160,07;-;-;
30.06.2022;138,90;-;-;133,72;-;-;161,85;-;-;
29.06.2022;139,90;-;-;133,02;-;-;161,81;-;-;
28.06.2022;139,50;-;-;132,09;-;-;161,55;-;-;
27.06.2022;139,70;-;-;132,14;-;-;162,06;-;-;
24.06.2022;139,70;-;-;132,74;-;-;162,87;-;-;
23.06.2022;139,90;-;-;133,33;-;-;163,02;-;-;
22.06.2022;138,70;-;-;131,83;-;-;161,50;-;-;
21.06.2022;138,70;-;-;131,47;-;-;161,26;-;-;
20.06.2022;137,30;-;-;130,55;-;-;160,12;-;-;
16.06.2022;137,50;-;-;132,21;-;-;160,72;-;-;
15.06.2022;137,50;-;-;131,82;-;-;159,28;-;-;
14.06.2022;138,30;-;-;132,32;-;-;159,74;-;-;
13.06.2022;138,70;-;-;132,66;-;-;161,56;-;-;
10.06.2022;137,70;-;-;130,18;-;-;161,91;-;-;
09.06.2022;138,70;-;-;129,11;-;-;161,93;-;-;
08.06.2022;138,90;-;-;129,34;-;-;162,31;-;-;
07.06.2022;138,90;-;-;130,28;-;-;162,71;-;-;
03.06.2022;137,90;-;-;128,52;-;-;161,44;-;-;
02.06.2022;136,90;-;-;128,04;-;-;160,69;-;-;
01.06.2022;137,10;-;-;127,99;-;-;160,99;-;-;
31.05.2022;136,30;-;-;127,23;-;-;160,09;-;-;
30.05.2022;136,90;-;-;127,18;-;-;160,78;-;-;
27.05.2022;137,90;-;-;128,61;-;-;162,47;-;-;
25.05.2022;138,30;-;-;129,79;-;-;162,14;-;-;
24.05.2022;139,30;-;-;129,94;-;-;162,45;-;-;
23.05.2022;139,10;-;-;130,50;-;-;164,07;-;-;
20.05.2022;138,50;-;-;130,94;-;-;163,29;-;-;
19.05.2022;139,50;-;-;132,54;-;-;164,64;-;-;
18.05.2022;138,90;-;-;132,00;-;-;164,05;-;-;
17.05.2022;138,70;-;-;131,58;-;-;164,34;-;-;
16.05.2022;138,30;-;-;132,70;-;-;162,62;-;-;
13.05.2022;140,10;-;-;134,91;-;-;164,60;-;-;
12.05.2022;139,70;-;-;134,22;-;-;163,79;-;-;
11.05.2022;139,30;-;-;132,00;-;-;163,13;-;-;
10.05.2022;139,50;-;-;132,18;-;-;162,98;-;-;
09.05.2022;139,50;-;-;132,11;-;-;163,67;-;-;
06.05.2022;138,30;-;-;130,84;-;-;161,52;-;-;
05.05.2022;138,00;-;-;130,58;-;-;161,99;-;-;
04.05.2022;137,20;-;-;130,28;-;-;162,96;-;-;
03.05.2022;137,60;-;-;130,35;-;-;163,56;-;-;
02.05.2022;137,20;-;-;130,37;-;-;163,70;-;-;
29.04.2022;137,80;-;-;130,74;-;-;164,23;-;-;
28.04.2022;137,80;-;-;131,43;-;-;163,37;-;-;
27.04.2022;138,20;-;-;130,59;-;-;164,10;-;-;
26.04.2022;138,40;-;-;129,66;-;-;164,50;-;-;
25.04.2022;139,20;-;-;129,54;-;-;165,07;-;-;
22.04.2022;139,80;-;-;129,24;-;-;166,58;-;-;
20.04.2022;139,20;-;-;128,53;-;-;167,78;-;-;
19.04.2022;139,80;-;-;129,41;-;-;168,53;-;-;
13.04.2022;140,20;-;-;129,50;-;-;168,35;-;-;
12.04.2022;139,60;-;-;128,53;-;-;167,28;-;-;
11.04.2022;140,00;-;-;128,44;-;-;167,28;-;-;
08.04.2022;139,60;-;-;128,54;-;-;167,47;-;-;
07.04.2022;141,00;-;-;129,17;-;-;168,96;-;-;
06.04.2022;141,40;-;-;129,45;-;-;169,40;-;-;
05.04.2022;141,60;-;-;129,09;-;-;169,60;-;-;
04.04.2022;141,80;-;-;128,85;-;-;169,03;-;-;
01.04.2022;142,00;-;-;128,48;-;-;168,76;-;-;
31.03.2022;142,00;-;-;127,92;-;-;167,86;-;-;
30.03.2022;142,20;-;-;127,81;-;-;168,16;-;-;
29.03.2022;142,20;-;-;128,28;-;-;168,40;-;-;
28.03.2022;142,80;-;-;130,22;-;-;170,73;-;-;
25.03.2022;142,20;-;-;129,25;-;-;170,54;-;-;
24.03.2022;141,20;-;-;128,62;-;-;169,53;-;-;
23.03.2022;141,40;-;-;128,72;-;-;169,79;-;-;
22.03.2022;142,70;-;-;129,44;-;-;171,46;-;-;
21.03.2022;142,70;-;-;129,28;-;-;170,34;-;-;
18.03.2022;142,90;-;-;129,81;-;-;170,27;-;-;
17.03.2022;142,30;-;-;128,77;-;-;168,77;-;-;
16.03.2022;143,50;-;-;130,53;-;-;170,86;-;-;
15.03.2022;144,70;-;-;131,65;-;-;172,15;-;-;
14.03.2022;145,10;-;-;132,39;-;-;172,91;-;-;
11.03.2022;144,90;-;-;131,85;-;-;172,56;-;-;
10.03.2022;145,50;-;-;131,27;-;-;172,85;-;-;
09.03.2022;145,30;-;-;132,18;-;-;173,87;-;-;
08.03.2022;145,90;-;-;133,95;-;-;175,39;-;-;
07.03.2022;145,73;-;-;133,76;-;-;176,38;-;-;
04.03.2022;144,20;-;-;131,94;-;-;175,03;-;-;
03.03.2022;143,40;-;-;129,47;-;-;173,24;-;-;
02.03.2022;143,00;-;-;128,76;-;-;171,64;-;-;
01.03.2022;142,00;-;-;127,22;-;-;170,49;-;-;
28.02.2022;141,80;-;-;126,62;-;-;169,72;-;-;
25.02.2022;141,13;-;-;125,83;-;-;168,53;-;-;
24.02.2022;142,00;-;-;127,21;-;-;170,14;-;-;
23.02.2022;141,20;-;-;124,47;-;-;169,18;-;-;
22.02.2022;141,20;-;-;124,49;-;-;168,73;-;-;
21.02.2022;141,40;-;-;124,71;-;-;169,75;-;-;
18.02.2022;140,80;-;-;124,01;-;-;168,77;-;-;
17.02.2022;141,60;-;-;124,54;-;-;169,60;-;-;
16.02.2022;141,40;-;-;124,34;-;-;168,45;-;-;
15.02.2022;141,20;-;-;124,46;-;-;168,57;-;-;
14.02.2022;142,60;-;-;126,02;-;-;170,33;-;-;
11.02.2022;141,80;-;-;124,20;-;-;168,89;-;-;
10.02.2022;141,80;-;-;123,96;-;-;168,31;-;-;
09.02.2022;142,20;-;-;124,36;-;-;168,77;-;-;
08.02.2022;142,40;-;-;124,82;-;-;168,79;-;-;
07.02.2022;143,40;-;-;125,27;-;-;169,33;-;-;
04.02.2022;142,80;-;-;124,56;-;-;168,81;-;-;
03.02.2022;142,40;-;-;126,17;-;-;171,14;-;-;
02.02.2022;143,20;-;-;126,47;-;-;171,71;-;-;
01.02.2022;143,80;-;-;127,71;-;-;172,22;-;-;
31.01.2022;143,20;-;-;128,36;-;-;172,21;-;-;
28.01.2022;144,00;-;-;129,29;-;-;173,12;-;-;
27.01.2022;145,20;-;-;130,11;-;-;174,17;-;-;
26.01.2022;145,60;-;-;129,11;-;-;174,46;-;-;
25.01.2022;146,00;-;-;129,57;-;-;174,41;-;-;
24.01.2022;145,60;-;-;128,80;-;-;173,74;-;-;
21.01.2022;145,60;-;-;128,30;-;-;174,09;-;-;
20.01.2022;145,40;-;-;128,24;-;-;174,62;-;-;
19.01.2022;145,20;-;-;127,99;-;-;174,59;-;-;
18.01.2022;146,00;-;-;128,44;-;-;174,49;-;-;
17.01.2022;146,80;-;-;128,74;-;-;175,65;-;-;
14.01.2022;147,00;-;-;128,42;-;-;176,03;-;-;
13.01.2022;147,00;-;-;128,24;-;-;175,95;-;-;
12.01.2022;147,00;-;-;129,29;-;-;176,39;-;-;
11.01.2022;147,00;-;-;129,68;-;-;176,10;-;-;
10.01.2022;146,20;-;-;129,17;-;-;175,30;-;-;
07.01.2022;146,00;-;-;129,23;-;-;175,00;-;-;
06.01.2022;146,80;-;-;129,74;-;-;175,61;-;-;
05.01.2022;146,80;-;-;129,69;-;-;175,71;-;-;
04.01.2022;147,80;-;-;131,04;-;-;176,76;-;-;
03.01.2022;147,60;-;-;129,99;-;-;175,43;-;-;
31.12.2021;147,60;-;-;130,38;-;-;175,73;-;-;
30.12.2021;147,60;-;-;130,23;-;-;175,86;-;-;
29.12.2021;147,40;-;-;130,41;-;-;175,24;-;-;
28.12.2021;147,40;-;-;130,09;-;-;174,96;-;-;
27.12.2021;147,40;-;-;130,30;-;-;174,79;-;-;
23.12.2021;147,00;-;-;129,97;-;-;174,53;-;-;
22.12.2021;146,80;-;-;129,90;-;-;172,91;-;-;
21.12.2021;146,80;-;-;129,97;-;-;172,14;-;-;
20.12.2021;146,60;-;-;130,05;-;-;172,06;-;-;
17.12.2021;146,40;-;-;129,21;-;-;171,81;-;-;
16.12.2021;146,80;-;-;129,50;-;-;173,04;-;-;
15.12.2021;146,80;-;-;130,35;-;-;172,75;-;-;
14.12.2021;147,40;-;-;130,34;-;-;172,71;-;-;
13.12.2021;148,00;-;-;131,23;-;-;173,79;-;-;
10.12.2021;147,80;-;-;131,11;-;-;173,16;-;-;
09.12.2021;147,40;-;-;130,32;-;-;171,92;-;-;
08.12.2021;147,40;-;-;130,45;-;-;172,19;-;-;
07.12.2021;147,40;-;-;130,95;-;-;173,55;-;-;
06.12.2021;147,20;-;-;130,42;-;-;172,92;-;-;
03.12.2021;146,60;-;-;129,84;-;-;172,37;-;-;
02.12.2021;146,60;-;-;129,29;-;-;172,20;-;-;
01.12.2021;146,60;-;-;129,57;-;-;172,47;-;-;
30.11.2021;147,00;-;-;129,37;-;-;172,59;-;-;
29.11.2021;147,00;-;-;130,33;-;-;173,77;-;-;
26.11.2021;147,40;-;-;130,55;-;-;174,19;-;-;
25.11.2021;147,00;-;-;130,98;-;-;174,39;-;-;
24.11.2021;146,67;-;-;130,89;-;-;174,74;-;-;
23.11.2021;147,60;-;-;131,10;-;-;175,33;-;-;
22.11.2021;148,20;-;-;131,41;-;-;176,59;-;-;
19.11.2021;147,80;-;-;131,13;-;-;176,10;-;-;
18.11.2021;148,80;-;-;131,16;-;-;176,78;-;-;
17.11.2021;149,80;-;-;132,38;-;-;178,14;-;-;
16.11.2021;150,40;-;-;132,30;-;-;177,92;-;-;
15.11.2021;150,40;-;-;131,42;-;-;176,60;-;-;
12.11.2021;150,40;-;-;131,38;-;-;175,90;-;-;
11.11.2021;150,40;-;-;131,24;-;-;175,83;-;-;
10.11.2021;150,40;-;-;130,13;-;-;175,81;-;-;
09.11.2021;150,40;-;-;129,91;-;-;176,15;-;-;
08.11.2021;150,40;-;-;129,87;-;-;175,96;-;-;
05.11.2021;150,20;-;-;130,39;-;-;175,59;-;-;
04.11.2021;150,20;-;-;129,81;-;-;176,04;-;-;
03.11.2021;150,20;-;-;129,78;-;-;177,10;-;-;
02.11.2021;150,80;-;-;129,98;-;-;177,51;-;-;
01.11.2021;150,20;-;-;129,71;-;-;177,55;-;-;
29.10.2021;149,80;-;-;128,67;-;-;177,31;-;-;
28.10.2021;149,60;-;-;129,05;-;-;177,31;-;-;
27.10.2021;149,80;-;-;128,95;-;-;177,21;-;-;
26.10.2021;150,00;-;-;129,13;-;-;178,16;-;-;
25.10.2021;149,80;-;-;129,09;-;-;177,53;-;-;
22.10.2021;150,20;-;-;129,15;-;-;178,03;-;-;
21.10.2021;149,80;-;-;128,75;-;-;177,71;-;-;
20.10.2021;150,00;-;-;129,05;-;-;177,50;-;-;
19.10.2021;150,00;-;-;128,71;-;-;178,00;-;-;
18.10.2021;150,00;-;-;129,26;-;-;177,63;-;-;
15.10.2021;149,60;-;-;128,93;-;-;177,30;-;-;
14.10.2021;149,60;-;-;128,98;-;-;176,79;-;-;
13.10.2021;150,00;-;-;129,75;-;-;176,68;-;-;
12.10.2021;150,00;-;-;129,81;-;-;176,97;-;-;
11.10.2021;150,00;-;-;129,61;-;-;176,75;-;-;
08.10.2021;149,40;-;-;129,15;-;-;175,98;-;-;
07.10.2021;148,80;-;-;128,69;-;-;175,01;-;-;
06.10.2021;148,60;-;-;128,78;-;-;174,83;-;-;
05.10.2021;148,00;-;-;127,58;-;-;173,78;-;-;
04.10.2021;150,10;-;-;129,00;-;-;175,49;-;-;
01.10.2021;149,70;-;-;129,05;-;-;174,78;-;-;
30.09.2021;150,90;-;-;130,32;-;-;175,36;-;-;
29.09.2021;150,70;-;-;129,32;-;-;174,37;-;-;
28.09.2021;149,70;-;-;128,19;-;-;174,17;-;-;
27.09.2021;150,10;-;-;128,32;-;-;175,74;-;-;
24.09.2021;150,90;-;-;128,76;-;-;176,08;-;-;
23.09.2021;151,70;-;-;129,46;-;-;177,45;-;-;
22.09.2021;152,10;-;-;129,67;-;-;176,86;-;-;
21.09.2021;152,30;-;-;129,76;-;-;177,45;-;-;
20.09.2021;152,00;-;-;129,80;-;-;177,35;-;-;
17.09.2021;151,40;-;-;128,51;-;-;177,38;-;-;
16.09.2021;151,20;-;-;128,56;-;-;177,85;-;-;
15.09.2021;151,20;-;-;127,87;-;-;176,81;-;-;
14.09.2021;151,20;-;-;127,99;-;-;177,35;-;-;
13.09.2021;151,40;-;-;128,53;-;-;177,85;-;-;
10.09.2021;151,40;-;-;127,87;-;-;177,59;-;-;
09.09.2021;150,80;-;-;127,38;-;-;176,26;-;-;
08.09.2021;150,60;-;-;127,37;-;-;175,41;-;-;
07.09.2021;150,80;-;-;127,16;-;-;175,11;-;-;
06.09.2021;150,60;-;-;126,94;-;-;175,69;-;-;
03.09.2021;150,60;-;-;126,84;-;-;175,44;-;-;
02.09.2021;150,60;-;-;127,13;-;-;175,29;-;-;
01.09.2021;149,00;-;-;126,00;-;-;173,57;-;-;
31.08.2021;149,60;-;-;126,41;-;-;174,21;-;-;
30.08.2021;149,80;-;-;126,95;-;-;174,72;-;-;
27.08.2021;149,20;-;-;126,87;-;-;174,10;-;-;
26.08.2021;148,60;-;-;126,26;-;-;173,35;-;-;
25.08.2021;148,60;-;-;126,61;-;-;173,62;-;-;
24.08.2021;150,00;-;-;127,76;-;-;175,30;-;-;
23.08.2021;150,20;-;-;128,16;-;-;175,38;-;-;
20.08.2021;149,40;-;-;128,00;-;-;174,22;-;-;
19.08.2021;148,80;-;-;127,21;-;-;173,98;-;-;
18.08.2021;148,40;-;-;126,59;-;-;174,18;-;-;
17.08.2021;148,40;-;-;126,13;-;-;173,94;-;-;
16.08.2021;148,20;-;-;125,90;-;-;174,61;-;-;
13.08.2021;148,00;-;-;125,81;-;-;173,91;-;-;
12.08.2021;148,00;-;-;126,07;-;-;174,64;-;-;
11.08.2021;148,00;-;-;126,17;-;-;174,71;-;-;
10.08.2021;148,20;-;-;126,43;-;-;175,21;-;-;
09.08.2021;147,80;-;-;125,67;-;-;174,35;-;-;
06.08.2021;147,80;-;-;125,17;-;-;174,19;-;-;
05.08.2021;148,00;-;-;124,91;-;-;173,97;-;-;
04.08.2021;147,60;-;-;124,31;-;-;173,24;-;-;
03.08.2021;146,60;-;-;123,35;-;-;171,75;-;-;
30.07.2021;146,60;-;-;123,31;-;-;172,19;-;-;
29.07.2021;147,20;-;-;123,88;-;-;173,05;-;-;
28.07.2021;148,40;-;-;125,69;-;-;174,40;-;-;
27.07.2021;149,00;-;-;126,16;-;-;174,22;-;-;
26.07.2021;148,60;-;-;126,07;-;-;173,86;-;-;
23.07.2021;149,00;-;-;126,60;-;-;174,14;-;-;
22.07.2021;148,20;-;-;125,85;-;-;173,21;-;-;
21.07.2021;148,00;-;-;125,73;-;-;171,37;-;-;
20.07.2021;146,90;-;-;124,76;-;-;169,75;-;-;
19.07.2021;146,10;-;-;124,19;-;-;170,02;-;-;
16.07.2021;145,90;-;-;123,61;-;-;171,05;-;-;
15.07.2021;146,10;-;-;123,71;-;-;171,49;-;-;
14.07.2021;146,30;-;-;123,87;-;-;171,79;-;-;
13.07.2021;146,50;-;-;123,71;-;-;171,32;-;-;
12.07.2021;146,30;-;-;123,45;-;-;170,97;-;-;
09.07.2021;146,30;-;-;123,36;-;-;170,63;-;-;
08.07.2021;146,30;-;-;123,57;-;-;169,93;-;-;
07.07.2021;146,30;-;-;123,65;-;-;171,12;-;-;
06.07.2021;147,10;-;-;124,27;-;-;172,14;-;-;
05.07.2021;147,10;-;-;123,99;-;-;171,73;-;-;
02.07.2021;147,30;-;-;124,59;-;-;171,26;-;-;
01.07.2021;146,70;-;-;123,45;-;-;170,55;-;-;
30.06.2021;146,50;-;-;123,22;-;-;170,72;-;-;
29.06.2021;147,30;-;-;123,91;-;-;171,38;-;-;
28.06.2021;147,30;-;-;123,68;-;-;171,87;-;-;
25.06.2021;147,10;-;-;123,09;-;-;171,16;-;-;
24.06.2021;146,20;-;-;122,45;-;-;170,24;-;-;
23.06.2021;146,40;-;-;122,51;-;-;171,40;-;-;
22.06.2021;146,60;-;-;123,24;-;-;171,32;-;-;
21.06.2021;147,00;-;-;123,65;-;-;171,56;-;-;
18.06.2021;146,40;-;-;123,03;-;-;170,65;-;-;
16.06.2021;146,97;-;-;121,22;-;-;171,25;-;-;
15.06.2021;147,20;-;-;121,57;-;-;170,87;-;-;
14.06.2021;147,20;-;-;121,52;-;-;171,39;-;-;
11.06.2021;147,20;-;-;121,42;-;-;171,74;-;-;
10.06.2021;146,83;-;-;120,62;-;-;170,14;-;-;
09.06.2021;146,90;-;-;120,47;-;-;170,71;-;-;
08.06.2021;146,90;-;-;120,59;-;-;170,62;-;-;
07.06.2021;146,70;-;-;120,64;-;-;170,93;-;-;
04.06.2021;147,10;-;-;121,38;-;-;171,67;-;-;
03.06.2021;146,30;-;-;120,11;-;-;170,23;-;-;
02.06.2021;146,10;-;-;119,89;-;-;169,62;-;-;
01.06.2021;147,50;-;-;120,68;-;-;170,95;-;-;
31.05.2021;147,60;-;-;120,98;-;-;171,60;-;-;
28.05.2021;146,50;-;-;120,68;-;-;170,83;-;-;
27.05.2021;146,70;-;-;120,27;-;-;170,41;-;-;
26.05.2021;148,30;-;-;121,27;-;-;171,77;-;-;
25.05.2021;148,30;-;-;121,02;-;-;171,11;-;-;
21.05.2021;147,90;-;-;121,34;-;-;172,21;-;-;
20.05.2021;149,30;-;-;122,35;-;-;172,78;-;-;
19.05.2021;149,70;-;-;122,57;-;-;173,64;-;-;
18.05.2021;150,30;-;-;122,98;-;-;174,74;-;-;
17.05.2021;151,10;-;-;124,43;-;-;175,26;-;-;
14.05.2021;150,90;-;-;124,47;-;-;175,31;-;-;
12.05.2021;150,70;-;-;124,37;-;-;175,64;-;-;
11.05.2021;150,90;-;-;124,00;-;-;175,45;-;-;
10.05.2021;150,90;-;-;124,01;-;-;175,08;-;-;
07.05.2021;150,50;-;-;124,80;-;-;173,38;-;-;
06.05.2021;150,90;-;-;125,13;-;-;174,09;-;-;
05.05.2021;150,80;-;-;125,61;-;-;174,80;-;-;
04.05.2021;148,80;-;-;123,79;-;-;171,50;-;-;
03.05.2021;151,00;-;-;125,38;-;-;173,88;-;-;
30.04.2021;149,60;-;-;123,84;-;-;172,21;-;-;
29.04.2021;148,40;-;-;122,35;-;-;170,76;-;-;
28.04.2021;148,80;-;-;123,28;-;-;171,07;-;-;
27.04.2021;150,00;-;-;124,08;-;-;172,65;-;-;
26.04.2021;151,00;-;-;124,95;-;-;173,61;-;-;
23.04.2021;151,20;-;-;125,32;-;-;174,00;-;-;
21.04.2021;150,60;-;-;125,43;-;-;174,61;-;-;
20.04.2021;151,90;-;-;126,07;-;-;176,04;-;-;
19.04.2021;151,70;-;-;126,08;-;-;175,72;-;-;
16.04.2021;151,90;-;-;126,74;-;-;175,03;-;-;
15.04.2021;151,90;-;-;126,90;-;-;175,10;-;-;
14.04.2021;151,70;-;-;126,81;-;-;174,53;-;-;
13.04.2021;151,90;-;-;127,70;-;-;175,21;-;-;
12.04.2021;151,90;-;-;127,59;-;-;175,57;-;-;
09.04.2021;151,90;-;-;127,79;-;-;175,29;-;-;
08.04.2021;151,00;-;-;127,16;-;-;174,98;-;-;
07.04.2021;150,40;-;-;126,57;-;-;174,73;-;-;
06.04.2021;149,50;-;-;126,57;-;-;175,16;-;-;
31.03.2021;148,10;-;-;126,31;-;-;173,79;-;-;
30.03.2021;148,50;-;-;126,47;-;-;173,89;-;-;
29.03.2021;151,00;-;-;128,12;-;-;177,38;-;-;
26.03.2021;149,80;-;-;127,15;-;-;175,20;-;-;
25.03.2021;149,80;-;-;126,92;-;-;174,05;-;-;
24.03.2021;150,10;-;-;126,96;-;-;174,04;-;-;
23.03.2021;148,30;-;-;124,81;-;-;172,04;-;-;
22.03.2021;151,13;-;-;126,71;-;-;175,29;-;-;
19.03.2021;151,40;-;-;127,30;-;-;176,49;-;-;
18.03.2021;151,60;-;-;127,24;-;-;177,08;-;-;
17.03.2021;151,40;-;-;127,14;-;-;176,74;-;-;
16.03.2021;151,60;-;-;127,13;-;-;176,54;-;-;
15.03.2021;153,50;-;-;128,77;-;-;179,15;-;-;
12.03.2021;153,90;-;-;128,96;-;-;179,29;-;-;
11.03.2021;153,30;-;-;128,13;-;-;179,03;-;-;
10.03.2021;152,10;-;-;127,91;-;-;177,51;-;-;
09.03.2021;151,73;-;-;127,58;-;-;177,08;-;-;
08.03.2021;152,70;-;-;128,67;-;-;178,13;-;-;
05.03.2021;152,90;-;-;128,12;-;-;177,17;-;-;
04.03.2021;153,30;-;-;127,38;-;-;177,69;-;-;
03.03.2021;152,50;-;-;126,51;-;-;176,53;-;-;
02.03.2021;152,10;-;-;126,45;-;-;175,97;-;-;
01.03.2021;153,90;-;-;127,70;-;-;177,82;-;-;
26.02.2021;152,90;-;-;126,16;-;-;175,64;-;-;
25.02.2021;153,30;-;-;125,36;-;-;177,43;-;-;
24.02.2021;154,60;-;-;127,36;-;-;179,73;-;-;
23.02.2021;155,20;-;-;127,79;-;-;179,80;-;-;
22.02.2021;155,60;-;-;128,23;-;-;179,83;-;-;
19.02.2021;155,60;-;-;128,18;-;-;179,86;-;-;
18.02.2021;155,80;-;-;128,93;-;-;180,04;-;-;
17.02.2021;155,80;-;-;129,21;-;-;179,23;-;-;
16.02.2021;155,60;-;-;128,15;-;-;178,19;-;-;
15.02.2021;155,60;-;-;128,26;-;-;178,40;-;-;
12.02.2021;155,80;-;-;128,73;-;-;177,60;-;-;
11.02.2021;155,80;-;-;128,28;-;-;177,54;-;-;
10.02.2021;155,20;-;-;127,99;-;-;177,06;-;-;
09.02.2021;154,10;-;-;127,32;-;-;175,46;-;-;
08.02.2021;154,70;-;-;128,65;-;-;176,14;-;-;
05.02.2021;154,90;-;-;129,27;-;-;176,95;-;-;
04.02.2021;156,10;-;-;130,14;-;-;177,98;-;-;
03.02.2021;156,10;-;-;129,94;-;-;177,09;-;-;
02.02.2021;156,10;-;-;129,65;-;-;177,21;-;-;
01.02.2021;156,30;-;-;129,33;-;-;177,17;-;-;
29.01.2021;156,10;-;-;128,64;-;-;176,63;-;-;
28.01.2021;155,97;-;-;128,96;-;-;175,98;-;-;
27.01.2021;157,00;-;-;129,59;-;-;177,62;-;-;
26.01.2021;157,00;-;-;129,30;-;-;177,01;-;-;
25.01.2021;157,00;-;-;129,21;-;-;176,87;-;-;
22.01.2021;157,00;-;-;129,14;-;-;176,28;-;-;
21.01.2021;156,80;-;-;128,95;-;-;176,93;-;-;
20.01.2021;157,20;-;-;129,91;-;-;177,56;-;-;
19.01.2021;157,00;-;-;129,41;-;-;176,18;-;-;
18.01.2021;156,80;-;-;129,98;-;-;176,06;-;-;
15.01.2021;156,40;-;-;129,00;-;-;175,73;-;-;
14.01.2021;156,60;-;-;129,22;-;-;176,07;-;-;
13.01.2021;156,00;-;-;128,20;-;-;175,37;-;-;
12.01.2021;156,20;-;-;128,46;-;-;174,64;-;-;
11.01.2021;157,10;-;-;129,16;-;-;174,10;-;-;
08.01.2021;155,50;-;-;126,94;-;-;172,57;-;-;
07.01.2021;155,30;-;-;126,54;-;-;172,23;-;-;
06.01.2021;156,30;-;-;126,67;-;-;172,44;-;-;
05.01.2021;156,10;-;-;127,21;-;-;172,76;-;-;
04.01.2021;156,23;-;-;127,05;-;-;173,28;-;-;
31.12.2020;156,10;-;-;127,21;-;-;173,55;-;-;
30.12.2020;156,10;-;-;127,12;-;-;172,89;-;-;
29.12.2020;156,30;-;-;127,50;-;-;172,03;-;-;
28.12.2020;156,10;-;-;127,80;-;-;172,63;-;-;
23.12.2020;155,90;-;-;128,17;-;-;171,94;-;-;
22.12.2020;156,10;-;-;127,53;-;-;171,28;-;-;
21.12.2020;156,60;-;-;128,64;-;-;170,93;-;-;
18.12.2020;156,40;-;-;127,56;-;-;172,24;-;-;
17.12.2020;155,40;-;-;126,89;-;-;172,54;-;-;
16.12.2020;155,20;-;-;127,34;-;-;172,53;-;-;
