Dagsetning;Evra EUR miðgengi;Evra EUR kaupgengi;Evra EUR sölugengi;Bandaríkjadalur USD miðgengi;Bandaríkjadalur USD kaupgengi;Bandaríkjadalur USD sölugengi;Sterlingspund GBP miðgengi;Sterlingspund GBP kaupgengi;Sterlingspund GBP sölugengi;
08.07.2019;141,70;141,30;142,10;126,30;126,00;126,60;158,18;157,80;158,56;
05.07.2019;141,70;141,30;142,10;125,82;125,52;126,12;157,81;157,43;158,19;
04.07.2019;141,70;141,30;142,10;125,53;125,23;125,83;157,88;157,50;158,26;
03.07.2019;141,70;141,30;142,10;125,43;125,13;125,73;157,75;157,37;158,13;
02.07.2019;141,70;141,30;142,10;125,39;125,09;125,69;158,24;157,86;158,62;
01.07.2019;141,70;141,30;142,10;125,05;124,75;125,35;158,08;157,70;158,46;
28.06.2019;141,70;141,30;142,10;124,46;124,16;124,76;157,81;157,43;158,19;
27.06.2019;141,70;141,30;142,10;124,55;124,25;124,85;158,46;158,08;158,84;
26.06.2019;141,50;141,11;141,89;124,51;124,21;124,81;158,09;157,71;158,47;
25.06.2019;141,50;141,11;141,89;124,28;123,98;124,58;158,54;158,16;158,92;
24.06.2019;141,50;141,11;141,89;124,22;123,92;124,52;158,30;157,92;158,68;
21.06.2019;141,50;141,11;141,89;125,08;124,78;125,38;158,47;158,09;158,85;
20.06.2019;141,50;141,11;141,89;125,23;124,93;125,53;159,29;158,90;159,68;
19.06.2019;141,50;141,11;141,89;126,32;126,02;126,62;158,95;158,56;159,34;
18.06.2019;141,50;141,11;141,89;126,41;126,11;126,71;158,33;157,95;158,71;
14.06.2019;141,50;141,11;141,89;125,59;125,29;125,89;158,94;158,55;159,33;
13.06.2019;141,70;141,30;142,10;125,55;125,25;125,85;159,14;158,75;159,53;
12.06.2019;141,30;140,91;141,69;124,91;124,61;125,21;159,22;158,83;159,61;
11.06.2019;140,50;140,11;140,89;124,16;123,86;124,46;157,88;157,50;158,26;
07.06.2019;139,30;138,91;139,69;123,66;123,37;123,95;157,26;156,88;157,64;
06.06.2019;139,30;138,91;139,69;124,00;123,70;124,30;157,37;156,99;157,75;
05.06.2019;139,50;139,11;139,89;123,79;123,50;124,08;157,40;157,02;157,78;
04.06.2019;139,10;138,71;139,49;123,62;123,33;123,91;156,81;156,43;157,19;
03.06.2019;138,50;138,11;138,89;123,86;123,57;124,15;156,69;156,31;157,07;
31.05.2019;138,30;137,91;138,69;124,06;123,76;124,36;156,11;155,73;156,49;
29.05.2019;138,70;138,31;139,09;124,32;124,02;124,62;157,22;156,84;157,60;
28.05.2019;138,70;138,31;139,09;123,98;123,68;124,28;157,18;156,80;157,56;
27.05.2019;138,50;138,11;138,89;123,74;123,45;124,03;156,96;156,58;157,34;
24.05.2019;138,30;137,91;138,69;123,61;123,32;123,90;156,86;156,48;157,24;
23.05.2019;138,20;137,81;138,59;124,14;123,84;124,44;156,93;156,55;157,31;
22.05.2019;138,70;138,31;139,09;124,19;123,89;124,49;157,32;156,94;157,70;
21.05.2019;137,80;137,42;138,18;123,62;123,33;123,91;156,96;156,58;157,34;
20.05.2019;137,80;137,42;138,18;123,51;123,22;123,80;157,40;157,02;157,78;
17.05.2019;137,40;137,02;137,78;123,03;122,74;123,32;156,91;156,53;157,29;
16.05.2019;137,00;136,62;137,38;122,23;121,94;122,52;156,77;156,39;157,15;
15.05.2019;137,40;137,02;137,78;122,69;122,40;122,98;158,41;158,03;158,79;
14.05.2019;137,80;137,42;138,18;122,72;122,43;123,01;158,98;158,59;159,37;
13.05.2019;137,20;136,82;137,58;122,10;121,81;122,39;159,01;158,62;159,40;
10.05.2019;137,20;136,82;137,58;122,18;121,89;122,47;159,12;158,73;159,51;
09.05.2019;137,40;137,02;137,78;122,78;122,49;123,07;159,47;159,08;159,86;
08.05.2019;137,00;136,62;137,38;122,35;122,06;122,64;159,16;158,77;159,55;
07.05.2019;136,40;136,02;136,78;121,80;121,51;122,09;159,44;159,05;159,83;
06.05.2019;136,00;135,62;136,38;121,49;121,20;121,78;159,26;158,87;159,65;
03.05.2019;136,80;136,42;137,18;122,61;122,32;122,90;159,37;158,98;159,76;
02.05.2019;137,37;136,99;137,75;122,66;122,37;122,95;160,03;159,64;160,42;
30.04.2019;136,20;135,82;136,58;121,51;121,22;121,80;157,88;157,50;158,26;
29.04.2019;136,20;135,82;136,58;122,10;121,81;122,39;157,78;157,40;158,16;
26.04.2019;136,00;135,62;136,38;122,12;121,83;122,41;157,65;157,27;158,03;
24.04.2019;135,80;135,42;136,18;121,14;120,85;121,43;156,78;156,40;157,16;
23.04.2019;135,60;135,22;135,98;120,52;120,23;120,81;156,75;156,37;157,13;
17.04.2019;135,60;135,22;135,98;119,89;119,60;120,18;156,46;156,08;156,84;
16.04.2019;135,60;135,22;135,98;120,01;119,72;120,30;157,02;156,64;157,40;
15.04.2019;135,60;135,22;135,98;119,89;119,60;120,18;157,10;156,72;157,48;
12.04.2019;135,20;134,82;135,58;119,56;119,28;119,84;156,36;155,98;156,74;
11.04.2019;135,20;134,82;135,58;119,87;119,58;120,16;156,89;156,51;157,27;
10.04.2019;134,00;133,63;134,37;118,84;118,56;119,12;155,47;155,09;155,85;
09.04.2019;133,80;133,43;134,17;118,70;118,42;118,98;155,24;154,86;155,62;
08.04.2019;133,60;133,23;133,97;118,83;118,55;119,11;155,10;154,72;155,48;
05.04.2019;133,60;133,23;133,97;118,96;118,68;119,24;155,51;155,13;155,89;
04.04.2019;133,80;133,43;134,17;119,12;118,84;119,40;156,70;156,32;157,08;
03.04.2019;134,00;133,63;134,37;119,15;118,87;119,43;156,97;156,59;157,35;
02.04.2019;137,70;137,32;138,08;122,89;122,60;123,18;160,50;160,11;160,89;
01.04.2019;137,70;137,32;138,08;122,55;122,26;122,84;160,45;160,06;160,84;
29.03.2019;137,50;137,12;137,88;122,57;122,28;122,86;159,72;159,33;160,11;
28.03.2019;137,30;136,92;137,68;122,04;121,75;122,33;160,39;160,00;160,78;
27.03.2019;137,30;136,92;137,68;121,70;121,41;121,99;160,60;160,21;160,99;
26.03.2019;137,10;136,72;137,48;121,11;120,82;121,40;160,24;159,85;160,63;
25.03.2019;136,50;136,12;136,88;120,62;120,33;120,91;158,91;158,52;159,30;
22.03.2019;134,90;134,52;135,28;119,21;118,93;119,49;156,68;156,30;157,06;
21.03.2019;134,10;133,73;134,47;117,74;117,46;118,02;154,67;154,29;155,05;
20.03.2019;132,90;132,53;133,27;117,07;116,79;117,35;154,97;154,59;155,35;
19.03.2019;132,70;132,33;133,07;116,85;116,57;117,13;155,25;154,87;155,63;
18.03.2019;133,10;132,73;133,47;117,28;117,00;117,56;155,29;154,91;155,67;
15.03.2019;133,30;132,93;133,67;117,74;117,46;118,02;156,24;155,86;156,62;
14.03.2019;134,60;134,22;134,98;119,06;118,78;119,34;157,51;157,13;157,89;
13.03.2019;134,80;134,42;135,18;119,34;119,06;119,62;156,94;156,56;157,32;
12.03.2019;136,20;135,82;136,58;120,86;120,57;121,15;159,05;158,66;159,44;
11.03.2019;136,40;136,02;136,78;121,33;121,04;121,62;157,72;157,34;158,10;
08.03.2019;136,40;136,02;136,78;121,60;121,31;121,89;159,12;158,73;159,51;
07.03.2019;136,80;136,42;137,18;120,93;120,64;121,22;159,05;158,66;159,44;
06.03.2019;137,20;136,82;137,58;121,41;121,12;121,70;159,41;159,02;159,80;
05.03.2019;137,07;136,69;137,45;121,02;120,73;121,31;159,42;159,03;159,81;
04.03.2019;136,10;135,72;136,48;120,05;119,76;120,34;158,83;158,44;159,22;
01.03.2019;135,90;135,52;136,28;119,48;119,20;119,76;158,20;157,82;158,58;
28.02.2019;136,10;135,72;136,48;119,36;119,08;119,64;158,87;158,48;159,26;
27.02.2019;136,10;135,72;136,48;119,42;119,14;119,70;158,76;158,38;159,14;
26.02.2019;136,10;135,72;136,48;119,78;119,49;120,07;158,22;157,84;158,60;
25.02.2019;135,70;135,32;136,08;119,43;119,15;119,71;156,12;155,74;156,50;
22.02.2019;135,70;135,32;136,08;119,67;119,39;119,95;155,76;155,38;156,14;
21.02.2019;135,70;135,32;136,08;119,68;119,40;119,96;156,41;156,03;156,79;
20.02.2019;135,70;135,32;136,08;119,63;119,35;119,91;155,91;155,53;156,29;
19.02.2019;135,50;135,12;135,88;119,77;119,48;120,06;154,80;154,42;155,18;
18.02.2019;134,70;134,32;135,08;118,90;118,62;119,18;153,72;153,35;154,09;
15.02.2019;134,30;133,93;134,67;119,09;118,81;119,37;152,64;152,27;153,01;
14.02.2019;135,30;134,92;135,68;120,02;119,73;120,31;154,06;153,69;154,43;
13.02.2019;136,80;136,42;137,18;120,86;120,57;121,15;155,77;155,39;156,15;
12.02.2019;136,60;136,22;136,98;121,08;120,79;121,37;155,61;155,23;155,99;
11.02.2019;136,60;136,22;136,98;120,85;120,56;121,14;155,89;155,51;156,27;
08.02.2019;136,40;136,02;136,78;120,30;120,01;120,59;155,95;155,57;156,33;
07.02.2019;136,80;136,42;137,18;120,66;120,37;120,95;155,68;155,30;156,06;
06.02.2019;137,00;136,62;137,38;120,23;119,94;120,52;155,79;155,41;156,17;
05.02.2019;137,00;136,62;137,38;119,97;119,68;120,26;156,16;155,78;156,54;
04.02.2019;137,20;136,82;137,58;119,86;119,57;120,15;156,46;156,08;156,84;
01.02.2019;137,60;137,22;137,98;119,99;119,70;120,28;156,66;156,28;157,04;
31.01.2019;137,20;136,82;137,58;119,60;119,32;119,88;157,08;156,70;157,46;
30.01.2019;137,00;136,62;137,38;119,83;119,54;120,12;157,12;156,74;157,50;
29.01.2019;136,80;136,42;137,18;119,53;119,25;119,81;157,24;156,86;157,62;
28.01.2019;136,40;136,02;136,78;119,49;119,21;119,77;157,38;157,00;157,76;
25.01.2019;135,70;135,32;136,08;119,73;119,44;120,02;156,46;156,08;156,84;
24.01.2019;136,80;136,42;137,18;120,57;120,28;120,86;157,21;156,83;157,59;
23.01.2019;137,20;136,82;137,58;120,82;120,53;121,11;156,84;156,46;157,22;
22.01.2019;137,00;136,62;137,38;120,57;120,28;120,86;155,72;155,34;156,10;
21.01.2019;137,80;137,42;138,18;121,11;120,82;121,40;155,70;155,32;156,08;
18.01.2019;137,80;137,42;138,18;120,83;120,54;121,12;156,34;155,96;156,72;
17.01.2019;137,60;137,22;137,98;120,72;120,43;121,01;155,51;155,13;155,89;
16.01.2019;138,50;138,11;138,89;121,44;121,15;121,73;156,18;155,80;156,56;
15.01.2019;138,50;138,11;138,89;121,19;120,90;121,48;155,68;155,30;156,06;
14.01.2019;138,50;138,11;138,89;120,87;120,58;121,16;155,24;154,86;155,62;
11.01.2019;138,10;137,71;138,49;119,81;119,52;120,10;152,99;152,62;153,36;
10.01.2019;137,10;136,72;137,48;118,95;118,67;119,23;151,66;151,29;152,03;
09.01.2019;136,90;136,52;137,28;119,59;119,31;119,87;152,10;151,73;152,47;
08.01.2019;135,90;135,52;136,28;118,74;118,46;119,02;151,52;151,15;151,89;
07.01.2019;135,20;134,82;135,58;118,19;117,91;118,47;150,53;150,16;150,90;
04.01.2019;133,80;133,43;134,17;117,33;117,05;117,61;148,78;148,42;149,14;
03.01.2019;133,63;133,26;134,00;117,51;117,23;117,79;147,77;147,41;148,13;
02.01.2019;133,40;133,03;133,77;116,64;116,36;116,92;147,84;147,48;148,20;
31.12.2018;133,23;132,86;133,60;116,33;116,05;116,61;148,33;147,97;148,69;
28.12.2018;133,20;132,83;133,57;116,15;115,87;116,43;147,28;146,92;147,64;
27.12.2018;133,00;132,63;133,37;116,65;116,37;116,93;147,31;146,95;147,67;
21.12.2018;135,10;134,72;135,48;118,30;118,02;118,58;149,81;149,45;150,17;
20.12.2018;136,90;136,52;137,28;119,32;119,04;119,60;151,46;151,09;151,83;
19.12.2018;139,00;138,61;139,39;121,91;121,62;122,20;154,15;153,78;154,52;
18.12.2018;139,20;138,81;139,59;122,26;121,97;122,55;154,65;154,27;155,03;
17.12.2018;139,40;139,01;139,79;122,95;122,66;123,24;155,02;154,64;155,40;
14.12.2018;140,40;140,01;140,79;124,28;123,98;124,58;156,45;156,07;156,83;
13.12.2018;140,20;139,81;140,59;123,23;122,94;123,52;155,95;155,57;156,33;
12.12.2018;140,00;139,61;140,39;123,51;123,22;123,80;154,88;154,50;155,26;
11.12.2018;140,20;139,81;140,59;123,18;122,89;123,47;155,35;154,97;155,73;
10.12.2018;140,00;139,61;140,39;122,73;122,44;123,02;155,95;155,57;156,33;
07.12.2018;138,20;137,81;138,59;121,61;121,32;121,90;155,01;154,63;155,39;
06.12.2018;139,20;138,81;139,59;122,89;122,60;123,18;156,42;156,04;156,80;
05.12.2018;139,60;139,21;139,99;123,12;122,83;123,41;156,86;156,48;157,24;
04.12.2018;139,60;139,21;139,99;122,42;122,13;122,71;156,99;156,61;157,37;
03.12.2018;139,40;139,01;139,79;122,89;122,60;123,18;156,44;156,06;156,82;
30.11.2018;139,40;139,01;139,79;122,65;122,36;122,94;156,36;155,98;156,74;
29.11.2018;142,30;141,90;142,70;125,30;125,00;125,60;160,02;159,63;160,41;
28.11.2018;141,60;141,20;142,00;125,43;125,13;125,73;160,34;159,95;160,73;
27.11.2018;141,00;140,61;141,39;124,64;124,34;124,94;158,94;158,55;159,33;
26.11.2018;140,40;140,01;140,79;123,56;123,27;123,85;158,72;158,34;159,10;
23.11.2018;140,40;140,01;140,79;123,65;123,36;123,94;158,73;158,35;159,11;
22.11.2018;141,20;140,81;141,59;123,59;123,30;123,88;159,47;159,08;159,86;
21.11.2018;141,00;140,61;141,39;123,95;123,65;124,25;158,40;158,02;158,78;
20.11.2018;140,80;140,41;141,19;123,15;122,86;123,44;158,42;158,04;158,80;
19.11.2018;140,60;140,21;140,99;123,14;122,85;123,43;158,36;157,98;158,74;
16.11.2018;140,40;140,01;140,79;123,94;123,64;124,24;158,89;158,50;159,28;
15.11.2018;140,40;140,01;140,79;124,34;124,04;124,64;158,91;158,52;159,30;
14.11.2018;140,70;140,31;141,09;124,87;124,57;125,17;161,30;160,91;161,69;
13.11.2018;138,70;138,31;139,09;123,40;123,11;123,69;159,21;158,82;159,60;
12.11.2018;138,50;138,11;138,89;123,01;122,72;123,30;157,95;157,57;158,33;
09.11.2018;138,30;137,91;138,69;121,94;121,65;122,23;158,62;158,24;159,00;
08.11.2018;138,10;137,71;138,49;120,91;120,62;121,20;158,54;158,16;158,92;
07.11.2018;138,10;137,71;138,49;120,20;119,91;120,49;158,11;157,73;158,49;
06.11.2018;137,90;137,52;138,28;120,96;120,67;121,25;157,64;157,26;158,02;
05.11.2018;137,67;137,29;138,05;120,99;120,70;121,28;157,41;157,03;157,79;
02.11.2018;138,10;137,71;138,49;120,67;120,38;120,96;157,26;156,88;157,64;
01.11.2018;137,90;137,52;138,28;121,23;120,94;121,52;156,07;155,69;156,45;
31.10.2018;137,70;137,32;138,08;121,43;121,14;121,72;154,74;154,36;155,12;
30.10.2018;137,50;137,12;137,88;121,03;120,74;121,32;154,36;153,99;154,73;
29.10.2018;137,30;136,92;137,68;120,37;120,08;120,66;154,50;154,13;154,87;
26.10.2018;136,90;136,52;137,28;120,65;120,36;120,94;154,32;153,95;154,69;
25.10.2018;136,90;136,52;137,28;120,06;119,77;120,35;154,78;154,40;155,16;
24.10.2018;136,40;136,02;136,78;119,57;119,29;119,85;154,43;154,06;154,80;
23.10.2018;136,30;135,92;136,68;118,82;118,54;119,10;154,33;153,96;154,70;
22.10.2018;135,00;134,62;135,38;117,34;117,06;117,62;152,90;152,53;153,27;
19.10.2018;134,90;134,52;135,28;117,70;117,42;117,98;153,39;153,02;153,76;
18.10.2018;136,80;136,42;137,18;118,74;118,46;119,02;155,90;155,52;156,28;
17.10.2018;137,20;136,82;137,58;118,71;118,43;118,99;156,00;155,62;156,38;
16.10.2018;134,60;134,22;134,98;116,24;115,96;116,52;153,72;153,35;154,09;
15.10.2018;134,40;134,03;134,77;115,87;115,59;116,15;152,45;152,08;152,82;
12.10.2018;134,40;134,03;134,77;116,06;115,78;116,34;153,43;153,06;153,80;
11.10.2018;134,40;134,03;134,77;116,15;115,87;116,43;153,43;153,06;153,80;
10.10.2018;133,40;133,03;133,77;116,07;115,79;116,35;152,66;152,29;153,03;
09.10.2018;132,00;131,63;132,37;115,33;115,06;115,60;150,53;150,16;150,90;
08.10.2018;131,60;131,23;131,97;114,74;114,47;115,01;149,52;149,16;149,88;
05.10.2018;130,70;130,34;131,06;113,65;113,38;113,92;148,18;147,82;148,54;
04.10.2018;131,10;130,73;131,47;114,05;113,78;114,32;148,05;147,69;148,41;
03.10.2018;130,50;130,14;130,86;112,87;112,60;113,14;146,65;146,29;147,01;
02.10.2018;129,70;129,34;130,06;112,66;112,39;112,93;145,87;145,52;146,22;
01.10.2018;128,90;128,54;129,26;111,02;110,76;111,28;144,82;144,47;145,17;
28.09.2018;128,70;128,34;129,06;111,06;110,80;111,32;144,97;144,62;145,32;
27.09.2018;128,90;128,54;129,26;110,00;109,74;110,26;144,56;144,21;144,91;
26.09.2018;128,90;128,54;129,26;109,65;109,39;109,91;144,20;143,85;144,55;
25.09.2018;131,55;131,18;131,92;111,84;111,57;112,11;147,10;146,74;147,46;
24.09.2018;129,40;129,04;129,76;109,96;109,70;110,22;144,31;143,96;144,66;
21.09.2018;129,40;129,04;129,76;109,95;109,69;110,21;145,05;144,70;145,40;
20.09.2018;129,60;129,24;129,96;110,63;110,37;110,89;146,32;145,97;146,67;
19.09.2018;128,40;128,04;128,76;109,80;109,54;110,06;144,83;144,48;145,18;
18.09.2018;127,40;127,04;127,76;109,07;108,81;109,33;143,29;142,94;143,64;
17.09.2018;127,80;127,44;128,16;109,62;109,36;109,88;143,60;143,25;143,95;
14.09.2018;128,23;127,87;128,59;109,60;109,34;109,86;143,84;143,49;144,19;
13.09.2018;131,30;130,93;131,67;112,99;112,72;113,26;147,50;147,14;147,86;
12.09.2018;132,10;131,73;132,47;113,97;113,70;114,24;148,36;148,00;148,72;
11.09.2018;131,50;131,13;131,87;113,52;113,25;113,79;147,93;147,57;148,29;
10.09.2018;129,50;129,14;129,86;111,87;111,60;112,14;144,63;144,28;144,98;
07.09.2018;129,50;129,14;129,86;111,31;111,04;111,58;144,46;144,11;144,81;
06.09.2018;127,40;127,04;127,76;109,64;109,38;109,90;141,84;141,50;142,18;
05.09.2018;127,00;126,65;127,35;109,60;109,34;109,86;140,50;140,16;140,84;
04.09.2018;125,90;125,55;126,25;108,95;108,69;109,21;139,66;139,32;140,00;
03.09.2018;125,10;124,75;125,45;107,71;107,45;107,97;138,81;138,47;139,15;
31.08.2018;124,90;124,55;125,25;107,12;106,86;107,38;139,26;138,92;139,60;
30.08.2018;125,10;124,75;125,45;106,89;106,64;107,14;139,17;138,83;139,51;
29.08.2018;124,90;124,55;125,25;107,02;106,77;107,27;137,97;137,64;138,30;
28.08.2018;124,70;124,35;125,05;106,61;106,36;106,86;137,46;137,13;137,79;
27.08.2018;124,60;124,25;124,95;107,32;107,06;107,58;137,84;137,51;138,17;
24.08.2018;125,00;124,65;125,35;107,95;107,69;108,21;138,76;138,42;139,10;
23.08.2018;125,00;124,65;125,35;108,07;107,81;108,33;139,19;138,85;139,53;
22.08.2018;124,80;124,45;125,15;107,72;107,46;107,98;138,80;138,46;139,14;
21.08.2018;124,23;123,88;124,58;107,80;107,54;108,06;138,34;138,00;138,68;
20.08.2018;122,83;122,49;123,17;107,67;107,41;107,93;137,17;136,84;137,50;
17.08.2018;123,00;122,66;123,34;108,06;107,80;108,32;137,28;136,95;137,61;
16.08.2018;124,00;123,65;124,35;109,08;108,82;109,34;138,52;138,18;138,86;
15.08.2018;124,60;124,25;124,95;110,13;109,87;110,39;139,92;139,58;140,26;
14.08.2018;124,00;123,65;124,35;108,69;108,43;108,95;138,89;138,55;139,23;
13.08.2018;124,20;123,85;124,55;109,02;108,76;109,28;139,07;138,73;139,41;
10.08.2018;124,60;124,25;124,95;108,60;108,34;108,86;138,81;138,47;139,15;
09.08.2018;124,40;124,05;124,75;107,26;107,00;107,52;138,26;137,92;138,60;
08.08.2018;124,00;123,65;124,35;106,93;106,68;107,18;137,55;137,22;137,88;
07.08.2018;123,80;123,45;124,15;106,80;106,55;107,05;138,49;138,15;138,83;
03.08.2018;123,60;123,26;123,94;106,77;106,52;107,02;138,74;138,40;139,08;
02.08.2018;124,00;123,65;124,35;106,71;106,46;106,96;139,55;139,21;139,89;
01.08.2018;123,40;123,06;123,74;105,62;105,37;105,87;138,60;138,26;138,94;
31.07.2018;122,80;122,46;123,14;104,70;104,45;104,95;137,78;137,45;138,11;
30.07.2018;122,80;122,46;123,14;105,14;104,89;105,39;137,85;137,52;138,18;
27.07.2018;122,80;122,46;123,14;105,58;105,33;105,83;138,25;137,91;138,59;
26.07.2018;121,97;121,63;122,31;104,15;103,90;104,40;137,29;136,96;137,62;
25.07.2018;124,20;123,85;124,55;106,16;105,91;106,41;139,64;139,30;139,98;
24.07.2018;124,60;124,25;124,95;106,48;106,23;106,73;139,73;139,39;140,07;
23.07.2018;124,60;124,25;124,95;106,40;106,15;106,65;139,80;139,46;140,14;
20.07.2018;124,20;123,85;124,55;106,65;106,40;106,90;139,04;138,70;139,38;
19.07.2018;124,40;124,05;124,75;107,23;106,97;107,49;139,34;139,00;139,68;
18.07.2018;124,40;124,05;124,75;107,05;106,80;107,30;139,51;139,17;139,85;
17.07.2018;124,60;124,25;124,95;106,29;106,04;106,54;140,80;140,46;141,14;
16.07.2018;125,20;124,85;125,55;106,94;106,69;107,19;141,79;141,45;142,13;
13.07.2018;125,20;124,85;125,55;107,69;107,43;107,95;141,29;140,95;141,63;
12.07.2018;125,40;125,05;125,75;107,39;107,13;107,65;141,94;141,60;142,28;
11.07.2018;125,40;125,05;125,75;107,07;106,82;107,32;141,77;141,43;142,11;
10.07.2018;125,40;125,05;125,75;107,02;106,77;107,27;141,71;141,37;142,05;
09.07.2018;125,20;124,85;125,55;106,41;106,16;106,66;141,85;141,51;142,19;
06.07.2018;124,80;124,45;125,15;106,63;106,38;106,88;141,06;140,72;141,40;
05.07.2018;124,80;124,45;125,15;106,76;106,51;107,01;141,46;141,12;141,80;
04.07.2018;125,22;124,87;125,57;107,58;107,32;107,84;142,09;141,75;142,43;
03.07.2018;124,60;124,25;124,95;106,94;106,69;107,19;141,10;140,76;141,44;
02.07.2018;123,80;123,45;124,15;106,33;106,08;106,58;139,94;139,60;140,28;
29.06.2018;123,80;123,45;124,15;106,40;106,15;106,65;139,78;139,44;140,12;
28.06.2018;124,20;123,85;124,55;107,17;106,91;107,43;140,36;140,02;140,70;
27.06.2018;124,80;124,45;125,15;107,22;106,96;107,48;141,69;141,35;142,03;
26.06.2018;125,80;125,45;126,15;107,83;107,57;108,09;142,67;142,32;143,02;
25.06.2018;126,20;125,85;126,55;108,39;108,13;108,65;143,42;143,07;143,77;
22.06.2018;126,60;126,25;126,95;108,80;108,54;109,06;144,55;144,20;144,90;
21.06.2018;126,80;126,45;127,15;110,06;109,80;110,32;144,30;143,95;144,65;
20.06.2018;126,00;125,65;126,35;109,00;108,74;109,26;143,43;143,08;143,78;
19.06.2018;126,60;126,25;126,95;109,60;109,34;109,86;144,29;143,94;144,64;
18.06.2018;125,10;124,75;125,45;107,69;107,43;107,95;142,73;142,38;143,08;
15.06.2018;123,90;123,55;124,25;106,85;106,60;107,10;141,92;141,58;142,26;
14.06.2018;124,90;124,55;125,25;105,64;105,39;105,89;141,79;141,45;142,13;
13.06.2018;125,50;125,15;125,85;106,70;106,45;106,95;142,31;141,96;142,66;
12.06.2018;125,10;124,75;125,45;106,13;105,88;106,38;142,11;141,77;142,45;
11.06.2018;124,70;124,35;125,05;105,86;105,61;106,11;141,34;141,00;141,68;
08.06.2018;124,70;124,35;125,05;106,13;105,88;106,38;142,25;141,91;142,59;
07.06.2018;124,30;123,95;124,65;105,09;104,84;105,34;141,37;141,03;141,71;
06.06.2018;123,70;123,35;124,05;105,11;104,86;105,36;141,15;140,81;141,49;
05.06.2018;123,50;123,16;123,84;105,63;105,38;105,88;141,28;140,94;141,62;
04.06.2018;122,30;121,96;122,64;104,32;104,07;104,57;139,61;139,27;139,95;
01.06.2018;122,10;121,76;122,44;104,28;104,03;104,53;138,94;138,60;139,28;
31.05.2018;122,90;122,56;123,24;105,21;104,96;105,46;140,13;139,79;140,47;
30.05.2018;122,90;122,56;123,24;105,80;105,55;106,05;140,41;140,07;140,75;
29.05.2018;122,93;122,59;123,27;106,47;106,22;106,72;141,04;140,70;141,38;
28.05.2018;123,40;123,06;123,74;105,92;105,67;106,17;141,14;140,80;141,48;
25.05.2018;123,80;123,45;124,15;105,60;105,35;105,85;141,05;140,71;141,39;
24.05.2018;123,82;123,47;124,17;105,65;105,40;105,90;141,48;141,14;141,82;
23.05.2018;123,62;123,28;123,96;105,43;105,18;105,68;140,78;140,44;141,12;
22.05.2018;123,62;123,28;123,96;104,67;104,42;104,92;140,80;140,46;141,14;
18.05.2018;123,40;123,06;123,74;104,74;104,49;104,99;141,24;140,90;141,58;
17.05.2018;123,20;122,86;123,54;104,55;104,30;104,80;140,96;140,62;141,30;
16.05.2018;123,00;122,66;123,34;104,39;104,14;104,64;140,64;140,30;140,98;
15.05.2018;122,60;122,26;122,94;102,85;102,61;103,09;139,28;138,94;139,62;
14.05.2018;122,20;121,86;122,54;102,00;101,76;102,24;138,60;138,26;138,94;
11.05.2018;122,40;122,06;122,74;102,47;102,23;102,71;139,08;138,74;139,42;
09.05.2018;122,20;121,86;122,54;102,97;102,72;103,22;139,55;139,21;139,89;
08.05.2018;122,00;121,66;122,34;102,75;102,51;102,99;138,90;138,56;139,24;
07.05.2018;121,80;121,46;122,14;102,15;101,91;102,39;138,26;137,92;138,60;
04.05.2018;122,20;121,86;122,54;102,17;101,93;102,41;138,58;138,24;138,92;
03.05.2018;122,20;121,86;122,54;101,95;101,71;102,19;138,64;138,30;138,98;
02.05.2018;122,20;121,86;122,54;101,80;101,56;102,04;139,08;138,74;139,42;
30.04.2018;122,17;121,83;122,51;101,03;100,79;101,27;138,67;138,33;139,01;
27.04.2018;122,60;122,26;122,94;101,40;101,16;101,64;139,76;139,42;140,10;
26.04.2018;123,00;122,66;123,34;101,00;100,76;101,24;140,94;140,60;141,28;
25.04.2018;123,00;122,66;123,34;100,79;100,55;101,03;140,60;140,26;140,94;
24.04.2018;123,23;122,89;123,57;100,88;100,64;101,12;140,67;140,33;141,01;
23.04.2018;123,23;122,89;123,57;100,76;100,52;101,00;140,62;140,28;140,96;
20.04.2018;123,23;122,89;123,57;100,19;99,95;100,43;141,01;140,67;141,35;
18.04.2018;123,08;122,74;123,42;99,51;99,27;99,75;141,36;141,02;141,70;
17.04.2018;122,40;122,06;122,74;98,95;98,71;99,19;141,70;141,36;142,04;
16.04.2018;122,00;121,66;122,34;98,66;98,43;98,89;141,16;140,82;141,50;
13.04.2018;121,60;121,26;121,94;98,57;98,34;98,80;140,87;140,53;141,21;
12.04.2018;122,20;121,86;122,54;99,06;98,82;99,30;140,48;140,14;140,82;
11.04.2018;121,57;121,23;121,91;98,21;97,98;98,44;139,40;139,06;139,74;
10.04.2018;121,32;120,98;121,66;98,46;98,23;98,69;139,42;139,08;139,76;
09.04.2018;121,30;120,96;121,64;98,88;98,64;99,12;139,40;139,06;139,74;
06.04.2018;121,30;120,96;121,64;99,07;98,83;99,31;138,91;138,57;139,25;
05.04.2018;121,50;121,16;121,84;98,97;98,73;99,21;139,10;138,76;139,44;
04.04.2018;121,50;121,16;121,84;98,96;98,72;99,20;138,87;138,53;139,21;
03.04.2018;121,50;121,16;121,84;98,80;98,56;99,04;138,83;138,49;139,17;
28.03.2018;121,50;121,16;121,84;98,02;97,79;98,25;138,73;138,39;139,07;
